;IPI_nace4 * RF0812 (frozen);IPI_nace4 * RF0893 (frozen);IPI_nace4 * RF0899 (frozen);IPI_nace4 * RF1011 (frozen);IPI_nace4 * RF1012 (frozen)
2020-07-01;122,690024;100,910559;95,627043;112,897173;97,557723
2020-08-01;81,636544;59,24897;66,077239;105,28503;90,563636
2020-09-01;118,585132;104,742732;103,695024;110,838666;97,686645
2020-10-01;116,323044;86,728093;117,434906;111,089554;98,914845
2020-11-01;113,024729;89,318514;102,336155;105,576197;94,628634
2020-12-01;81,070047;88,840708;104,447957;114,778807;108,710174
2021-01-01;88,395481;95,011391;110,760889;106,392774;86,722819
2021-02-01;99,146723;98,611946;111,909381;102,214156;82,380785
2021-03-01;127,83312;111,239478;122,457929;124,02307;95,362407
2021-04-01;117,499674;91,636451;120,668215;110,126991;87,105311
2021-05-01;110,851639;102,474991;105,833824;105,089389;85,682662
2021-06-01;135,935856;95,014289;109,814031;112,698713;95,257405
2021-07-01;118,794267;90,533745;98,083558;106,824115;93,816607
2021-08-01;85,410255;46,399698;81,659575;108,566138;97,777789
2021-09-01;117,780796;103,159846;108,873383;109,62893;101,269694
2021-10-01;117,366904;106,771844;109,758853;105,331726;97,688649
2021-11-01;107,614832;102,521031;84,718121;109,156259;97,873676
2021-12-01;79,312967;103,528125;107,975059;111,496913;107,979902
2022-01-01;87,695094;116,824988;96,558703;103,611531;93,088547
2022-02-01;102,034099;102,782056;108,155325;97,848581;85,918225
2022-03-01;126,424341;108,983908;119,079439;118,119102;96,618338
2022-04-01;107,993545;85,017805;106,146791;105,348897;78,289867
2022-05-01;113,385945;100,522116;102,440221;107,966239;79,479158
2022-06-01;120,711756;92,973967;94,594586;106,78389;76,569448
2022-07-01;106,248071;99,263332;96,487138;98,174186;75,682722
2022-08-01;79,074108;48,692582;86,508435;107,944902;87,669998
2022-09-01;110,096652;87,012801;102,099224;106,307235;89,722362
2022-10-01;111,073274;93,278184;87,069935;102,415403;90,087708
2022-11-01;105,375759;96,41508;94,837546;104,898129;91,02923
2022-12-01;74,390967;92,343859;67,290818;104,943388;97,580661
2023-01-01;73,506286;114,33669;92,411091;103,778345;86,36774
2023-02-01;91,474542;77,495381;97,529305;94,316373;73,79228
2023-03-01;116,242735;94,073099;105,280292;112,80867;85,169357
2023-04-01;99,495772;71,082939;88,676663;95,742576;77,276644
2023-05-01;99,87622;106,067227;91,001035;102,628005;89,038719
2023-06-01;120,067055;69,395803;98,71654;106,635534;93,323042
2023-07-01;107,001808;93,033214;91,832019;93,290473;85,339568
2023-08-01;76,668149;37,054749;76,224036;102,136398;94,189529
2023-09-01;99,781088;91,666833;97,85964;96,722307;90,68712
2023-10-01;108,218767;93,066655;101,39397;103,167675;97,199051
2023-11-01;94,082201;80,825651;92,944453;101,760371;93,954502
2023-12-01;63,309046;66,464179;69,9436;95,350009;95,411392
2024-01-01;79,312967;103,528125;107,975059;111,496913;107,979902
2024-02-01;87,695094;116,824988;96,558703;103,611531;93,088547
2024-03-01;102,034099;102,782056;108,155325;97,848581;85,918225
2024-04-01;126,424341;108,983908;119,079439;118,119102;96,618338
